
Ecm Reference,Branch Name,Case Creation Date,Customer Name,Amount,Currency,Primary Owner,Case Status,Last Action Taken By,Product,Product Type,Event Name,Applicant Id,Expiry Date,Beneficiary Name
BULK-46080,,11/10/2022 17:44:10,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-46151,,19/10/2022 16:20:52,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-46152,,19/10/2022 16:20:52,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-46153,,19/10/2022 16:20:49,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-46154,,19/10/2022 16:20:48,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-46156,,19/10/2022 16:20:53,,0,null,,Sanction New,dg_ecm_admin,,,,,,
BULK-46157,,19/10/2022 16:20:51,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-46158,,19/10/2022 16:20:52,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-48163,,01/01/2023 16:28:48,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-48171,,01/01/2023 16:33:27,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-49155,,25/01/2023 13:37:40,,0,null,sanction_admin,Sanction Closed,,,,,,,
BULK-49156,,25/01/2023 13:37:35,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-49157,,25/01/2023 13:42:41,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-49158,,25/01/2023 13:42:41,,0,null,sanction_admin,Sanction Closed,sanction_admin,,,,,,
BULK-49159,,25/01/2023 13:42:35,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50355,,29/08/2023 12:49:53,,0,null,sanction_admin,Sanction Closed,sanction_admin,,,,,,
BULK-50356,,29/08/2023 12:49:57,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50357,,29/08/2023 13:05:34,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50358,,29/08/2023 13:05:30,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50359,,29/08/2023 13:05:30,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50360,,29/08/2023 13:05:50,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50361,,29/08/2023 13:05:47,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50362,,29/08/2023 13:05:42,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50363,,29/08/2023 13:05:53,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50364,,29/08/2023 13:05:44,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50365,,29/08/2023 13:05:42,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50366,,29/08/2023 13:05:29,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50367,,29/08/2023 13:06:04,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50368,,29/08/2023 13:06:00,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50369,,29/08/2023 13:06:01,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50372,,29/08/2023 19:22:32,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50373,,29/08/2023 19:22:28,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50380,,10/09/2023 15:13:08,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50381,,10/09/2023 15:13:11,,0,null,sanction_admin,Checker Return,sanction_admin,,,,,,
BULK-50410,,24/09/2023 19:50:15,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50410,,24/09/2023 19:53:07,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50411,,24/09/2023 19:50:10,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50413,,24/09/2023 19:52:24,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50414,,24/09/2023 19:50:54,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50414,,25/09/2023 09:50:12,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-50415,,24/09/2023 19:53:17,,0,null,,Sanction New,sanction_admin,,,,,,
BULK-5455,,31/08/2020 13:19:28,,,,,Sanction New,bulkadmin,,,,,,
BULK-5456,,31/08/2020 13:21:04,,,,,Sanction New,bulkadmin,,,,,,
BULK-5457,,31/08/2020 13:31:30,,,,,Sanction New,bulkadmin,,,,,,
BULK-5458,,31/08/2020 13:23:06,,,,,Sanction New,bulkadmin,,,,,,
BULK-5460,,31/08/2020 13:20:31,,,,,Sanction New,bulkadmin,,,,,,
BULK-5461,,31/08/2020 13:25:16,,,,,Sanction New,bulkadmin,,,,,,
BULK-5462,,31/08/2020 13:20:44,,,,,Sanction New,bulkadmin,,,,,,
BULK-5463,,31/08/2020 13:31:08,,,,,Sanction New,bulkadmin,,,,,,
BULK-5464,,31/08/2020 13:30:54,,,,,Sanction New,bulkadmin,,,,,,
BULK-5465,,31/08/2020 13:19:59,,,,,Sanction New,bulkadmin,,,,,,
BULK-5466,,31/08/2020 13:39:48,,,,,Sanction New,bulkadmin,,,,,,
BULK-5468,,31/08/2020 13:33:13,,,,,Sanction New,bulkadmin,,,,,,
BULK-5470,,31/08/2020 13:21:58,,,,,Sanction New,bulkadmin,,,,,,
BULK-5471,,31/08/2020 13:22:19,,,,,Sanction New,bulkadmin,,,,,,
BULK-5472,,31/08/2020 13:38:31,,,,,Sanction New,bulkadmin,,,,,,
BULK-5473,,31/08/2020 13:38:20,,,,,Sanction New,bulkadmin,,,,,,
BULK-5474,,31/08/2020 13:22:04,,,,,Sanction New,bulkadmin,,,,,,
BULK-5475,,31/08/2020 13:44:04,,,,,Sanction New,bulkadmin,,,,,,
BULK-5527,,31/08/2020 13:21:44,,,,,Sanction New,bulkadmin,,,,,,
BULK-5528,,31/08/2020 13:24:32,,,,,Sanction New,bulkadmin,,,,,,
BULK-5529,,31/08/2020 13:24:26,,,,,Sanction New,bulkadmin,,,,,,
BULK-5530,,31/08/2020 13:32:48,,,,,Sanction New,bulkadmin,,,,,,
BULK-5531,,31/08/2020 13:28:46,,,,,Sanction New,bulkadmin,,,,,,
BULK-5533,,31/08/2020 13:43:05,,,,,Sanction New,bulkadmin,,,,,,
BULK-5534,,31/08/2020 13:22:33,,,,,Sanction New,bulkadmin,,,,,,
BULK-5535,,31/08/2020 13:24:23,,,,,Sanction New,bulkadmin,,,,,,
BULK-5537,,31/08/2020 13:24:26,,,,,Sanction New,bulkadmin,,,,,,
BULK-5538,,31/08/2020 13:22:37,,,,,Sanction New,bulkadmin,,,,,,
BULK-5539,,31/08/2020 13:39:34,,,,,Sanction New,bulkadmin,,,,,,
BULK-5540,,31/08/2020 13:30:17,,,,,Sanction New,bulkadmin,,,,,,
BULK-5541,,31/08/2020 13:31:51,,,,,Sanction New,bulkadmin,,,,,,
BULK-5542,,31/08/2020 13:44:03,,,,,Sanction New,bulkadmin,,,,,,
BULK-5543,,31/08/2020 13:33:00,,,,,Sanction New,bulkadmin,,,,,,
BULK-5544,,31/08/2020 13:26:45,,,,,Sanction New,bulkadmin,,,,,,
BULK-5545,,31/08/2020 13:31:57,,,,,Sanction New,bulkadmin,,,,,,
BULK-5547,,31/08/2020 13:32:41,,,,,Sanction New,bulkadmin,,,,,,
BULK-5548,,31/08/2020 13:38:27,,,,,Sanction New,bulkadmin,,,,,,
BULK-5551,,31/08/2020 13:23:56,,,,,Sanction New,bulkadmin,,,,,,
BULK-5552,,31/08/2020 13:26:25,,,,,Sanction New,bulkadmin,,,,,,
BULK-5553,,31/08/2020 13:30:06,,,,,Sanction New,bulkadmin,,,,,,
BULK-5554,,31/08/2020 13:29:56,,,,,Sanction New,bulkadmin,,,,,,
BULK-5555,,31/08/2020 13:25:00,,,,,Sanction New,bulkadmin,,,,,,
BULK-5556,,31/08/2020 13:26:19,,,,,Sanction New,bulkadmin,,,,,,
BULK-5557,,31/08/2020 13:27:40,,,,,Sanction New,bulkadmin,,,,,,
BULK-5558,,31/08/2020 13:45:30,,,,,Sanction New,bulkadmin,,,,,,
BULK-5562,,31/08/2020 13:27:54,,,,,Sanction New,bulkadmin,,,,,,
BULK-5563,,31/08/2020 13:31:35,,,,,Sanction New,bulkadmin,,,,,,
BULK-5565,,31/08/2020 13:26:44,,,,,Sanction New,bulkadmin,,,,,,
BULK-5566,,31/08/2020 13:27:20,,,,,Sanction New,bulkadmin,,,,,,
BULK-5567,,31/08/2020 13:28:24,,,,,Sanction New,bulkadmin,,,,,,
BULK-5571,,31/08/2020 13:28:38,,,,,Sanction New,bulkadmin,,,,,,
BULK-5575,,31/08/2020 13:27:55,,,,,Sanction New,bulkadmin,,,,,,
BULK-5576,,31/08/2020 13:39:36,,,,,Sanction New,bulkadmin,,,,,,
BULK-5578,,31/08/2020 13:29:25,,,,,Sanction New,bulkadmin,,,,,,
BULK-5583,,31/08/2020 13:29:57,,,,,Sanction New,bulkadmin,,,,,,
BULK-5585,,31/08/2020 13:28:39,,,,,Sanction New,bulkadmin,,,,,,
BULK-5591,,31/08/2020 13:30:05,,,,,Sanction New,bulkadmin,,,,,,
BULK-5593,,31/08/2020 13:33:56,,,,,Sanction New,bulkadmin,,,,,,
BULK-5595,,31/08/2020 13:30:32,,,,,Sanction New,bulkadmin,,,,,,
BULK-5597,,31/08/2020 13:34:21,,,,,Sanction New,bulkadmin,,,,,,
BULK-6361,,31/08/2020 15:32:58,,,,,Sanction New,bulkadmin,,,,,,
BULK-6362,,31/08/2020 15:36:07,,,,,Sanction New,bulkadmin,,,,,,
BULK-6363,,31/08/2020 15:20:03,,,,,Sanction New,bulkadmin,,,,,,
BULK-6364,,31/08/2020 15:20:37,,,,,Sanction New,bulkadmin,,,,,,
BULK-6365,,31/08/2020 15:21:24,,,,,Sanction New,bulkadmin,,,,,,
BULK-6366,,31/08/2020 15:52:49,,,,,Sanction New,bulkadmin,,,,,,
BULK-6367,,31/08/2020 15:24:37,,,,,Sanction New,bulkadmin,,,,,,
BULK-6368,,31/08/2020 15:20:13,,,,,Sanction New,bulkadmin,,,,,,
BULK-6369,,31/08/2020 15:22:47,,,,,Sanction New,bulkadmin,,,,,,
BULK-6370,,31/08/2020 15:23:25,,,,,Sanction New,bulkadmin,,,,,,
BULK-6371,,31/08/2020 15:20:45,,,,,Sanction New,bulkadmin,,,,,,
BULK-6372,,31/08/2020 15:36:43,,,,,Sanction New,bulkadmin,,,,,,
BULK-6373,,31/08/2020 15:42:04,,,,,Sanction New,bulkadmin,,,,,,
BULK-6374,,31/08/2020 15:26:57,,,,,Sanction New,bulkadmin,,,,,,
BULK-6375,,31/08/2020 15:38:59,,,,,Sanction New,bulkadmin,,,,,,
BULK-6376,,31/08/2020 15:36:41,,,,,Sanction New,bulkadmin,,,,,,
BULK-6377,,31/08/2020 15:22:20,,,,,Sanction New,bulkadmin,,,,,,
BULK-6378,,31/08/2020 15:35:02,,,,,Sanction New,bulkadmin,,,,,,
BULK-6379,,31/08/2020 15:21:50,,,,,Sanction New,bulkadmin,,,,,,
BULK-6380,,31/08/2020 15:52:34,,,,,Sanction New,bulkadmin,,,,,,
BULK-6381,,31/08/2020 15:21:26,,,,,Sanction New,bulkadmin,,,,,,
BULK-6382,,31/08/2020 15:51:21,,,,,Sanction New,bulkadmin,,,,,,
BULK-6383,,31/08/2020 15:24:48,,,,,Sanction New,bulkadmin,,,,,,
BULK-6384,,31/08/2020 15:47:00,,,,,Sanction New,bulkadmin,,,,,,
BULK-6385,,31/08/2020 15:36:37,,,,,Sanction New,bulkadmin,,,,,,
BULK-6386,,31/08/2020 15:26:45,,,,,Sanction New,bulkadmin,,,,,,
BULK-6388,,31/08/2020 15:41:40,,,,,Sanction New,bulkadmin,,,,,,
BULK-6389,,31/08/2020 15:22:48,,,,,Sanction New,bulkadmin,,,,,,
BULK-6390,,31/08/2020 15:24:37,,,,,Sanction New,bulkadmin,,,,,,
BULK-6391,,31/08/2020 15:51:21,,,,,Sanction New,bulkadmin,,,,,,
BULK-6392,,31/08/2020 15:24:15,,,,,Sanction New,bulkadmin,,,,,,
BULK-6393,,31/08/2020 15:22:53,,,,,Sanction New,bulkadmin,,,,,,
BULK-6394,,31/08/2020 15:35:48,,,,,Sanction New,bulkadmin,,,,,,
BULK-6445,,31/08/2020 15:42:06,,,,,Sanction New,bulkadmin,,,,,,
BULK-6446,,31/08/2020 15:42:01,,,,,Sanction New,bulkadmin,,,,,,
BULK-6447,,31/08/2020 15:34:34,,,,,Sanction New,bulkadmin,,,,,,
BULK-6448,,31/08/2020 15:23:55,,,,,Sanction New,bulkadmin,,,,,,
BULK-6449,,31/08/2020 15:51:28,,,,,Sanction New,bulkadmin,,,,,,
BULK-6450,,31/08/2020 15:42:47,,,,,Sanction New,bulkadmin,,,,,,
BULK-6451,,31/08/2020 15:36:10,,,,,Sanction New,bulkadmin,,,,,,
BULK-6452,,31/08/2020 15:36:27,,,,,Sanction New,bulkadmin,,,,,,
BULK-6453,,31/08/2020 15:36:48,,,,,Sanction New,bulkadmin,,,,,,
BULK-6454,,31/08/2020 15:51:26,,,,,Sanction New,bulkadmin,,,,,,
BULK-6455,,31/08/2020 15:52:33,,,,,Sanction New,bulkadmin,,,,,,
BULK-6456,,31/08/2020 15:24:40,,,,,Sanction New,bulkadmin,,,,,,
BULK-6457,,31/08/2020 15:28:37,,,,,Sanction New,bulkadmin,,,,,,
BULK-6458,,31/08/2020 15:28:36,,,,,Sanction New,bulkadmin,,,,,,
BULK-6459,,31/08/2020 15:25:42,,,,,Sanction New,bulkadmin,,,,,,
BULK-6460,,31/08/2020 15:36:13,,,,,Sanction New,bulkadmin,,,,,,
BULK-6461,,31/08/2020 15:25:35,,,,,Sanction New,bulkadmin,,,,,,
BULK-6462,,31/08/2020 15:52:21,,,,,Sanction New,bulkadmin,,,,,,
BULK-6463,,31/08/2020 15:42:03,,,,,Sanction New,bulkadmin,,,,,,
BULK-6464,,31/08/2020 15:50:57,,,,,Sanction New,bulkadmin,,,,,,
BULK-6465,,31/08/2020 15:52:25,,,,,Sanction New,bulkadmin,,,,,,
BULK-6466,,31/08/2020 15:25:34,,,,,Sanction New,bulkadmin,,,,,,
BULK-6467,,31/08/2020 15:27:44,,,,,Sanction New,bulkadmin,,,,,,
BULK-6468,,31/08/2020 15:29:32,,,,,Sanction New,bulkadmin,,,,,,
BULK-6469,,31/08/2020 15:26:09,,,,,Sanction New,bulkadmin,,,,,,
BULK-6470,,31/08/2020 15:29:44,,,,,Sanction New,bulkadmin,,,,,,
BULK-6471,,31/08/2020 15:27:44,,,,,Sanction New,bulkadmin,,,,,,
BULK-6472,,31/08/2020 15:51:08,,,,,Sanction New,bulkadmin,,,,,,
BULK-6473,,31/08/2020 15:51:34,,,,,Sanction New,bulkadmin,,,,,,
BULK-6474,,31/08/2020 15:28:09,,,,,Sanction New,bulkadmin,,,,,,
BULK-6475,,31/08/2020 15:52:22,,,,,Sanction New,bulkadmin,,,,,,
BULK-6476,,31/08/2020 15:28:05,,,,,Sanction New,bulkadmin,,,,,,
BULK-6477,,31/08/2020 15:51:08,,,,,Sanction New,bulkadmin,,,,,,
BULK-6478,,31/08/2020 15:42:05,,,,,Sanction New,bulkadmin,,,,,,
BULK-6479,,31/08/2020 15:42:05,,,,,Sanction New,bulkadmin,,,,,,
BULK-6481,,31/08/2020 15:27:14,,,,,Sanction New,bulkadmin,,,,,,
BULK-6482,,31/08/2020 15:52:11,,,,,Sanction New,bulkadmin,,,,,,
BULK-6483,,31/08/2020 15:43:31,,,,,Sanction New,bulkadmin,,,,,,
BULK-6484,,31/08/2020 15:49:16,,,,,Sanction New,bulkadmin,,,,,,
BULK-6485,,31/08/2020 15:29:00,,,,,Sanction New,bulkadmin,,,,,,
BULK-6486,,31/08/2020 15:51:12,,,,,Sanction New,bulkadmin,,,,,,
BULK-6487,,31/08/2020 15:52:27,,,,,Sanction New,bulkadmin,,,,,,
BULK-6488,,31/08/2020 15:51:15,,,,,Sanction New,bulkadmin,,,,,,
BULK-6489,,31/08/2020 15:30:01,,,,,Sanction New,bulkadmin,,,,,,
BULK-6490,,31/08/2020 15:28:25,,,,,Sanction New,bulkadmin,,,,,,
BULK-6491,,31/08/2020 15:50:12,,,,,Sanction New,bulkadmin,,,,,,
BULK-6492,,31/08/2020 15:46:58,,,,,Sanction New,bulkadmin,,,,,,
BULK-6493,,31/08/2020 15:49:01,,,,,Sanction New,bulkadmin,,,,,,
BULK-6494,,31/08/2020 15:51:13,,,,,Sanction New,bulkadmin,,,,,,
BULK-6495,,31/08/2020 15:50:11,,,,,Sanction New,bulkadmin,,,,,,
BULK-6496,,31/08/2020 15:51:22,,,,,Sanction New,bulkadmin,,,,,,
BULK-6497,,31/08/2020 15:33:43,,,,,Sanction New,bulkadmin,,,,,,
BULK-6498,,31/08/2020 15:36:18,,,,,Sanction New,bulkadmin,,,,,,
BULK-6499,,31/08/2020 15:51:14,,,,,Sanction New,bulkadmin,,,,,,
BULK-6500,,31/08/2020 15:50:54,,,,,Sanction New,bulkadmin,,,,,,
BULK-6501,,31/08/2020 15:49:06,,,,,Sanction New,bulkadmin,,,,,,
BULK-6502,,31/08/2020 15:33:45,,,,,Sanction New,bulkadmin,,,,,,
BULK-6503,,31/08/2020 15:36:34,,,,,Sanction New,bulkadmin,,,,,,
BULK-8362,,01/10/2020 10:22:42,,,,,Maker Accept,ECM Admin User,,,,,,
BULK-8363,,01/10/2020 10:22:42,,,,,Sanction New,bulkadmin,,,,,,
BYD-2023-502742,,12/06/2023 13:03:33,,,,,New,,,,,,,
BYD-2023-502743,,12/06/2023 13:11:37,,,,,,,,,,,,
BYD-2023-502744,,12/06/2023 13:14:04,,,,,,,,,,,,
BYD-2023-502745,,12/06/2023 13:16:14,,,,,,,,,,,,
BYD-2023-502746,,12/06/2023 13:18:16,,,,medo,Rejected,medo,,,,,,
BYD-2023-502747,,12/06/2023 13:22:10,,,,medo,,medo,,,,,,
CASHDEPOSIT-21028,,17/02/2022 15:24:02,,0,null,admin,Sanction Closed,admin,,,,,,
CASHDEPOSIT-21029,,17/02/2022 15:24:58,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21030,,17/02/2022 15:25:28,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21031,,17/02/2022 15:25:52,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21032,,17/02/2022 15:26:30,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21033,,17/02/2022 15:27:10,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21034,,17/02/2022 15:27:38,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21035,,17/02/2022 15:28:04,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21036,,17/02/2022 15:28:30,,0,null,,Sanction New,cashdepositadmin,,,,,,
CASHDEPOSIT-21037,,17/02/2022 15:28:58,,0,null,admin,Sanction Terminated,admin,,,,,,
CASHWITHDRAWAL-21048,,17/02/2022 15:38:22,,0,null,,Sanction New,cashwithdrawaladmin,,,,,,
CASHWITHDRAWAL-21049,,17/02/2022 15:38:56,,0,null,,Sanction New,cashwithdrawaladmin,,,,,,
CASHWITHDRAWAL-21050,,17/02/2022 15:39:37,,0,null,,Sanction New,cashwithdrawaladmin,,,,,,
CASHWITHDRAWAL-21051,,17/02/2022 15:40:16,,0,null,,Sanction New,cashwithdrawaladmin,,,,,,
CASHWITHDRAWAL-21052,,17/02/2022 15:40:39,,0,null,admin,Sanction Closed,admin,,,,,,
Copy_of_wlfile_-_Copy (1)_20210627172336.xlsx151017,,27/06/2021 17:23:37,,,,,Sanction New,internallistadmin,,,,,,
Copy_of_wlfile_-_Copy_20210626154151.xlsx151000,,26/06/2021 15:41:52,,,,,Sanction New,internallistadmin,,,,,,
Copy_of_wlfile_-_Copy_20210626163314.xlsx151002,,26/06/2021 16:33:15,,,,,Sanction New,internallistadmin,,,,,,
Copy_of_wlfile_-_Copy_20210626164111.xlsx151003,,26/06/2021 16:41:12,,,,,Sanction New,internallistadmin,,,,,,
Copy_of_wlfile_-_Copy_20210628065541.xlsx151018,,28/06/2021 06:55:42,,,,,Sanction New,internallistadmin,,,,,,
Copy_of_wlfile_-_Copy_20210628142403.xlsx151052,,28/06/2021 14:24:03,,,,admin,Sanction Closed,admin,,,,,,
Copy_of_wlfile_-_Copy_20210628142955.xlsx151053,,28/06/2021 14:29:55,,,,admin,Sanction Closed,admin,,,,,,
Copy_of_wlfile_-_Copy_20210628223619.xlsx151107,,28/06/2021 22:36:20,,,,,Sanction New,internallistadmin,,,,,,
Copy_of_wlfile_-_Copy_20210628223751.xlsx151108,,28/06/2021 22:37:51,,,,admin,Sanction Closed,admin,,,,,,
Copy_of_wlfile_-_Copy_20210628224117.xlsx151109,,28/06/2021 22:41:17,,,,,Sanction New,internallistadmin,,,,,,
Copy_of_wlfile_-_Copy_20210704144050.xlsx151117,,04/07/2021 14:40:51,,,,,Sanction New,internallistadmin,,,,,,
CORE-13402,,13/06/2021 23:52:17,,0,,admin,Sanction Terminated,admin,,,,,,
CORE-13403,,13/06/2021 23:53:03,,0,,,Sanction New,coreadmin,,,,,,
CORE-13404,,13/06/2021 23:53:16,,0,,,Sanction New,coreadmin,,,,,,
CORE-13405,,13/06/2021 23:53:50,,0,,,Sanction New,coreadmin,,,,,,
CORE-13406,,13/06/2021 23:54:37,,0,,,Sanction New,coreadmin,,,,,,
CORE-13407,,13/06/2021 23:54:51,,0,,,Sanction New,coreadmin,,,,,,
CORE-13408,,13/06/2021 23:55:08,,0,,,Sanction New,coreadmin,,,,,,
CORE-13409,,13/06/2021 23:55:29,,0,,,Sanction New,coreadmin,,,,,,
CORE-13410,,13/06/2021 23:56:12,,0,,,Sanction New,coreadmin,,,,,,
CORE-13411,,13/06/2021 23:56:30,,0,,,Sanction New,coreadmin,,,,,,
CORE-14397,,15/06/2021 18:31:41,,0,,,Sanction New,coreadmin,,,,,,
CORE-14398,,15/06/2021 18:32:00,,0,,,Sanction New,coreadmin,,,,,,
CORE-14399,,15/06/2021 18:32:51,,0,,,Sanction New,coreadmin,,,,,,
CORE-14400,,15/06/2021 18:33:07,,0,,,Sanction New,coreadmin,,,,,,
CORE-14401,,15/06/2021 18:33:22,,0,,,Sanction New,coreadmin,,,,,,
CORE-14402,,15/06/2021 18:33:36,,0,,,Sanction New,coreadmin,,,,,,
CORE-14403,,15/06/2021 18:33:49,,0,,,Sanction New,coreadmin,,,,,,
CORE-14405,,15/06/2021 18:34:23,,0,,sanction_admin,Sanction Terminated,sanction_admin,,,,,,
CORE-14406,,15/06/2021 18:34:37,,0,,,Sanction New,coreadmin,,,,,,
CORE-14408,,15/06/2021 18:35:08,,0,,,Sanction New,coreadmin,,,,,,
CORE-14409,,15/06/2021 18:35:22,,0,,admin,Sanction Closed,admin,,,,,,
CORE-17552,,21/07/2021 14:44:08,,0,,,Sanction New,coreadmin,,,,,,
CORE-20889,,09/02/2022 17:46:05,,0,null,admin,Sanction Closed,admin,,,,,,
CORE-20890,,09/02/2022 18:17:26,,0,null,admin,Sanction Terminated,admin,,,,,,
CORE-20894,,09/02/2022 18:22:33,,0,null,,Sanction New,coreadmin,,,,,,
CORE-20895,,09/02/2022 18:27:34,,0,null,sanction_admin,Sanction Closed,sanction_admin,,,,,,
CORE-20983,,15/02/2022 21:29:33,,0,null,admin,Sanction Closed,admin,,,,,,
Corr-Ev-2023-502801,,12/07/2023 16:05:58,,,,hana,Released,hana,,,,,,
Corr-Ev-2023-502824,,24/07/2023 12:19:47,,,,fti_maker1,Waiting for Reviewing,fti_maker1,,,,,,
Corr-Ev-2023-512824,,15/08/2023 20:43:52,,,,,New,menna,,,,,,
CPCO-PCOC-2023-502704,,25/05/2023 09:25:56,,200.5,EUR,,New,dg_ecm_admin,,,Create,,,
CRP-522903,,12/09/2023 13:11:10,,,,,CRP New,sanction_admin,,,,,,
CRP-522905,,12/09/2023 15:27:27,,,,,CRP New,sanction_admin,,,,,,
CRP-522906,,12/09/2023 18:05:38,,,,sanction_admin,CRP Terminated,sanction_admin,,,,,,
CRP-522907,,12/09/2023 18:41:17,,,,sanction_admin,Maker Accept,sanction_admin,,,,,,
CRP-522908,,12/09/2023 18:51:30,,,,,CRP New,sanction_admin,,,,,,
CRP-522909,,12/09/2023 19:10:03,,,,sanction_admin,CRP Closed,sanction_admin,,,,,,
CRP-522910,,13/09/2023 13:01:18,,,,,CRP New,sanction_admin,,,,,,
CRS-495121,,30/04/2020 12:14:33,,,,,,,,,,,,
CRS-495686,,31/05/2020 12:20:54,,,,,,,,,,,,
CRS-495687,,30/04/2020 12:14:34,,,,,,,,,,,,
CRS-496438,,30/04/2020 12:16:35,,,,,,,,,,,,
CURRENCYEXCHANGE-21038,,17/02/2022 15:30:24,,0,null,,Sanction New,currencyexchangeadmin,,,,,,
CURRENCYEXCHANGE-21039,,17/02/2022 15:31:05,,0,null,,Sanction New,currencyexchangeadmin,,,,,,
CURRENCYEXCHANGE-21040,,17/02/2022 15:31:26,,0,null,,Sanction New,currencyexchangeadmin,,,,,,
CURRENCYEXCHANGE-21041,,17/02/2022 15:31:51,,0,null,admin,Sanction Terminated,admin,,,,,,
CUSTBULK-100,,04/02/2022 10:37:13,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-104,,04/02/2022 10:42:17,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-109,,04/02/2022 10:42:17,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-113,,04/02/2022 10:43:38,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-115,,04/02/2022 10:43:38,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-120,,04/02/2022 10:47:17,,0,null,admin,Sanction Closed,admin,,,,,,
CUSTBULK-122,,04/02/2022 10:47:17,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-126,,04/02/2022 10:49:33,,0,null,admin,Maker Accept,admin,,,,,,
CUSTBULK-130,,04/02/2022 10:49:33,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-132,,04/02/2022 10:51:21,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-136,,04/02/2022 10:51:21,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-139,,04/02/2022 10:58:26,,0,null,admin,Sanction Closed,admin,,,,,,
CUSTBULK-140,,04/02/2022 10:58:26,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-14417,,16/06/2021 14:03:40,,0,,,Sanction New,custbulkadmin,,,,,,
CUSTBULK-14418,,16/06/2021 14:03:41,,0,,admin,Sanction Closed,admin,,,,,,
CUSTBULK-14419,,16/06/2021 14:03:40,,0,,admin,Sanction Closed,admin,,,,,,
CUSTBULK-14421,,16/06/2021 14:03:40,,0,,admin,Checker Reject,admin,,,,,,
CUSTBULK-150,,04/02/2022 11:01:14,,0,null,admin,Sanction Closed,admin,,,,,,
CUSTBULK-151,,04/02/2022 11:01:14,,0,null,admin,Sanction Closed,admin,,,,,,
CUSTBULK-17726,,06/10/2021 23:26:06,,0,,admin,Sanction Terminated,admin,,,,,,
CUSTBULK-17727,,06/10/2021 23:26:06,,0,,admin,Sanction Closed,admin,,,,,,
CUSTBULK-17728,,06/10/2021 23:26:06,,0,,admin,Sanction Terminated,admin,,,,,,
CUSTBULK-17734,,06/10/2021 23:42:49,,0,,admin,Sanction Closed,admin,,,,,,
CUSTBULK-18760,,07/02/2022 20:59:59,,0,null,admin,Sanction Terminated,admin,,,,,,
CUSTBULK-18762,,07/02/2022 20:59:59,,0,null,admin,Sanction Closed,admin,,,,,,
CUSTBULK-18763,,07/02/2022 20:59:59,,0,null,,Sanction New,admin,,,,,,
CUSTBULK-18764,,07/02/2022 20:59:59,,0,null,,Sanction New,admin,,,,,,
