GroupName,GroupDescription,Grouptype,CapabilityId,CapabilitiyGroupName,CapName,ComponentName
AML Managers,Members of this group have Manager role,Group,FCF.SEARCH,Compliance Solutions Services,Access Global and Targeted Search,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.RISK_ASSESSMENT.ROUTE,Anti-Money Laundering Risk Assessment,Route Risk Assessments,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.REPORT.EDIT.ALL,Anti-Money Laundering Regulatory Reports,Edit Any Regulatory Reports for Anti-Money Laundering,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.REPORT.EDIT,Anti-Money Laundering Regulatory Reports,Edit Regulatory Reports for Anti-Money Laundering,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.CASE.CHECKIN,Anti-Money Laundering Cases,Return Case Ownership,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.RISK_ASSESSMENTS.ACCESS.SEARCH,Anti-Money Laundering Risk Assessment,Access Risk Assessments Search,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.RISK_ASSESSMENTS.ACCESS.CLOSED,Anti-Money Laundering Risk Assessment,Access Closed Risk Assessments,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,FCF.REPORT.ACCESS,Anti-Money Laundering Regulatory Reports,Access Reports,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.ALERT.CLOSE.ALL,Anti-Money Laundering Alerts,Close Any Alert,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.ATTACHMENT.CREATE,Anti-Money Laundering Attachments,Create Attachment,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.COMMENT.DELETE,Anti-Money Laundering Notes,Delete Note,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.COMMENT.CREATE,Anti-Money Laundering Notes,Create Note,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.CASE.EDIT,Anti-Money Laundering Cases,Edit My Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.ALERTS.ACCESS.SUPPRESSED,Anti-Money Laundering Alerts,Access Suppressed Alerts,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.ALERT.CLOSE,Anti-Money Laundering Alerts,Close My Alerts,Compliance Solutions Mid 7.1
AML Managers,Members of this group have Manager role,Group,AML.ALERT.ACTIVATE.CLOSED,Anti-Money Laundering Alerts,Activate Closed Alerts,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.ALERTS.ACCESS.SEARCH,Anti-Money Laundering Alerts,Access Alert Search,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.SCENARIO.EXPORT,Anti-Money Laundering Scenarios,Export Scenarios,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.ALERTS.ACCESS.SUPPRESSED,Anti-Money Laundering Alerts,Access Suppressed Alerts,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.ALERTS.ACCESS.AVAILABLE,Anti-Money Laundering Alerts,Access Available Alerts,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,FCF.CASE.PRINT,Compliance Solutions Cases,Access Print Case Reports,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.SCENARIO.CREATE,Anti-Money Laundering Scenarios,"Create Scenarios, Headers and Routing Groups",Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.SCENARIO.EDIT,Anti-Money Laundering Scenarios,"Edit Scenarios, Headers and Routing Rule Groups",Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.ALERTS.ACCESS.CLOSED,Anti-Money Laundering Alerts,Access Closed Alerts,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.SCENARIO.TEST,Anti-Money Laundering Scenarios,Test Scenarios,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.RISK_ASSESSMENTS.ACCESS.SEARCH,Anti-Money Laundering Risk Assessment,Access Risk Assessments Search,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.RISK_ASSESSMENTS.ACCESS.AVAILABLE,Anti-Money Laundering Risk Assessment,Access Available Risk Assessments,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,FCF.ENTITY.ACCESS,Anti-Money Laundering Alerts,Access Entity,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.HOME.ACCESS.SA,Anti-Money Laundering Scenarios,Access AML Scenario Administrator,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.SCENARIO.IMPORT,Anti-Money Laundering Scenarios,Import Scenarios,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.RISK_ASSESSMENTS.ACCESS.CLOSED,Anti-Money Laundering Risk Assessment,Access Closed Risk Assessments,Compliance Solutions Mid 7.1
AML Scenario Administrators,Members of this group can use Scenario Administrator,Group,AML.CASE.PRINT,Anti-Money Laundering Cases,Print Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,AML.LOGS.ACCESS,Anti-Money Laundering Administration,View Application Logs,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,AML.LISTS.MANAGE,Anti-Money Laundering Administration,Manage Lists,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,AML.RISK_CLASSIFIERS.MANAGE,Anti-Money Laundering Risk Assessment,Manage Risk Classifiers,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,AML.RISK_ASSESSMENTS.MANAGE.ROUTING_RULE,Anti-Money Laundering Risk Assessment,Manage Risk Assessment Routing Rules,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,AML.AUDIT_EVENTS.ACCESS,Anti-Money Laundering Administration,View Audit Events,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,AML.PREFERENCES.UPDATE,Anti-Money Laundering Administration,Update Preferences,Compliance Solutions Mid 7.1
Anti-Money Laundering: Administrator,Anti-Money Laundering Administrator,ROLE,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERT.CREATE,Anti-Money Laundering Alerts,Create Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.COMMENT.CREATE,Anti-Money Laundering Notes,Create Note,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ENTITY.ROUTE,Anti-Money Laundering Entities,Route Entity,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENTS.ACCESS.SEARCH,Anti-Money Laundering Risk Assessment,Access Risk Assessments Search,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,FCF.ENTITY.ACCESS,Anti-Money Laundering Alerts,Access Entity,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERT.SUPPRESS,Anti-Money Laundering Alerts,Suppress My Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENT.ROUTE,Anti-Money Laundering Risk Assessment,Route Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENT.EDIT,Anti-Money Laundering Risk Assessment,Edit Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ENTITY.CHECKOUT,Anti-Money Laundering Entities,Take Entity Ownership,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.CASE.CHECKOUT,Anti-Money Laundering Cases,Take Case Ownership,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.CASE.EDIT,Anti-Money Laundering Cases,Edit My Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENTS.ACCESS.CLOSED,Anti-Money Laundering Risk Assessment,Access Closed Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERTS.ACCESS.SUPPRESSED,Anti-Money Laundering Alerts,Access Suppressed Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERT.ACTIVATE.SUPPRESSED,Anti-Money Laundering Alerts,Activate Suppressed Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,FCF.CASE.ACCESS,Compliance Solutions Cases,Access Cases,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENTS.ACCESS.AVAILABLE,Anti-Money Laundering Risk Assessment,Access Available Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERTS.ACCESS.CLOSED,Anti-Money Laundering Alerts,Access Closed Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,FCF.EXPORT.CSV,Compliance Solutions Services,Export to CSV,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENT.TAKE_OWNERSHIP,Anti-Money Laundering Risk Assessment,Take Risk Assessment Ownership,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.CASE.CHECKIN,Anti-Money Laundering Cases,Return Case Ownership,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERTS.ACCESS.SEARCH,Anti-Money Laundering Alerts,Access Alert Search,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.REPORT.CHECKOUT,Anti-Money Laundering Regulatory Reports,Take Regulatory Report Ownership,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENTS.ACCESS.MY,Anti-Money Laundering Risk Assessment,Access My Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.REPORT.ROUTE,Anti-Money Laundering Regulatory Reports,Route My Regulatory Reports for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERT.ACTIVATE.CLOSED,Anti-Money Laundering Alerts,Activate Closed Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,FCF.SEARCH,Compliance Solutions Services,Access Global and Targeted Search,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.RISK_ASSESSMENT.CREATE,Anti-Money Laundering Risk Assessment,Create Manual Risk Assessments,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.CASE.CREATE.FROM.ALERTS,Anti-Money Laundering Cases,Create case from Alerts for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.REPORT.CHECKIN,Anti-Money Laundering Regulatory Reports,Return Regulatory Report Ownership,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERTS.ACCESS.AVAILABLE,Anti-Money Laundering Alerts,Access Available Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERT.CLOSE,Anti-Money Laundering Alerts,Close My Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERT.EDIT,Anti-Money Laundering Alerts,Edit Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ENTITY.CHECKIN,Anti-Money Laundering Entities,Return Entity Ownership,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.CASE.ROUTE,Anti-Money Laundering Cases,Route My Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERTS.ACCESS.MY,Anti-Money Laundering Alerts,Access My Alerts,Compliance Solutions Mid 7.1
Anti-Money Laundering: Analyst,Anti-Money Laundering Analyst,ROLE,AML.ALERT.SUPPRESS.ALL,Anti-Money Laundering Alerts,Suppress Any Alert,Compliance Solutions Mid 7.1
Anti-Money Laundering: E-File Manager,Anti-Money Laundering E-File Manager,ROLE,AML.REPORT.SUBSCRIBE,Anti-Money Laundering Regulatory Reports,Subscribe to Regulatory Report Notifications,Compliance Solutions Mid 7.1
Anti-Money Laundering: E-File Manager,Anti-Money Laundering E-File Manager,ROLE,AML.REPORT.CREATE,Anti-Money Laundering Regulatory Reports,Create Regulatory Reports for Anti-Money Laundering,Compliance Solutions Mid 7.1
Anti-Money Laundering: E-File Manager,Anti-Money Laundering E-File Manager,ROLE,AML.ATTACHMENT.DELETE,Anti-Money Laundering Attachments,Delete Attachment,Compliance Solutions Mid 7.1
Anti-Money Laundering: E-File Manager,Anti-Money Laundering E-File Manager,ROLE,FCF.EFILE.ACCESS,Compliance Solutions E-File,Access E-Files,Compliance Solutions Mid 7.1
Anti-Money Laundering: E-File Manager,Anti-Money Laundering E-File Manager,ROLE,FCF.EFILE.CREATE,Compliance Solutions E-File,Create E-Files for Compliance Solutions,Compliance Solutions Mid 7.1
